ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BÁSICA - FEMALE;GAM83_BÁSICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;GKF-95;GKM-70;GKM-80;GKM-95;GR-95 MALE;GR-95FEMALE;GRUPAL AMERICANA;HUNTER SEMITROPICAL;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos;Prudential-50;Rentiers Français;RP-2000 FEMALE;RP-2000MALE;SGB-51;SGB-71;SGB-75;UP-84 F;UP-84 M;UP84_MAS_&_FEM;UP-94 FEMALE;UP-94 MALE;USTP-61;X-17;BENTZIEN;Experiência CAP;GRUPAL AMERICANA;IAPC;IBA (FERROVIARIOS);MULLER;RP-2000 DISABLED FEMALE;RP-2000 DISABLED MALE;RRB-44;TASA/1927;WINKLEVOSS;ZIMMERMANN;ZIMMERMANN (FERR. ALEMAES);ALVARO VINDAS;GRUPO AMERICANA;HUNTER'S;IAPB-57 Forte;IAPB-57 FRACA;IBA (FERROVIARIOS);LIGHT FORTE;LIGHT MEDIA;MULLER;PRUDENTIAL (FERR. APOSENT.);RGPS-99/02 M.M;RRB-1944 Mod - Fem;RRB-1944 Mod - Masc;TASA-1927;WYATT 1985 ;ZIMMERMANN EMPR. ESCRIT;Atuários Ingleses;Hubbard Laffitte;J.P. Jansen;Kinkelin;Moser;Samuel Dumas
1.3;0.01052;0.000781;0.001362;0.000868;0.001505;0.001715;0.002804;0.002804;0.002499;0.00226;0.001048;0.000942;0.002079;0.001886;0.00111;0.0024;0.00083;0.00175;0.0012474;0.001898;0.000746;0.0013505;0.001236871;0.00196048;0.000819449;0.001394027;0.00518;0.00751;0.00453;0.0036848;0.00353;0.0047245;0.00453;0.00236;0.00328;0.00387;0.004333;0.001186;0.00226;0.000842;0.000935;0.001905;0.001715;0.000877;0.001352;0.0012416;0.003464;0.0030045;0.00231;0.002299;0.001238;0.00604;0.01348;0.004267592;0.004153833;0.004054113;0.003956577;0.002643;0.00926;0.000937;0.001299;0.008496;0.005565;0.006512;0.002125;0.00341;0.002818;0.000943;0.001454;0.00397;0.00428;0.0536;0.079555714;0.086;0.066;0.0558;0.047;0.00745;0.022571;0.027;0.00005;0.01633;0.0558;0.0558;0.001014;0.00084;0.00528;0.0521;0.00223;0.0089;0.00603;0.00346;0.00195;0.003;0.00291;0.00254;0.00169;0.00098;0.00213;0.00371;7.728;6.5;7.29;7.36;1.3;1
1.3;0.01083;0.000855;0.001547;0.00095;0.001715;0.001859;0.003187;0.003187;0.002727;0.00257;0.001139;0.001026;0.002352;0.002129;0.0012;0.00256;0.00089;0.00187;0.0013457;0.0020322;0.0008159;0.0014798;0.001348346;0.00212633;0.000893607;0.001516026;0.00564;0.00804;0.00492;0.0040048;0.00384;0.0051345;0.00492;0.00265;0.00364;0.00419;0.004795;0.001286;0.002569;0.000919;0.001021;0.002147;0.001932;0.000923;0.001458;0.0012937;0.003813;0.0033305;0.002497;0.002485;0.00129;0.00644;0.01399;0.004572549;0.004462722;0.004348181;0.004242998;0.002996;0.00963;0.001029;0.001397;0.009145;0.006124;0.007068;0.002327;0.003769;0.003095;0.000992;0.001568;0.00435;0.00465;0.0524;0.077779017;0.086;0.0653;0.0546;0.046;0.00745;0.022571;0.027;0.00005;0.01699;0.0546;0.0546;0.001088;0.00089;0.00552;0.052;0.00234;0.0096;0.00657;0.00381;0.00207;0.0035;0.00327;0.00275;0.00183;0.00104;0.00234;0.00417;7.938;6.784;7.45;7.61;1.3;1
1.3;0.01116;0.000939;0.001752;0.001043;0.001948;0.002019;0.003625;0.003625;0.002975;0.00292;0.001242;0.001122;0.002657;0.002399;0.0013;0.00275;0.00096;0.002;0.001455;0.0021748;0.0008868;0.0016034;0.001470888;0.002310743;0.000975921;0.001651419;0.00615;0.00861;0.00535;0.0043496;0.00417;0.0055894;0.00535;0.00295;0.00403;0.00455;0.005304;0.001397;0.002922;0.00101;0.001122;0.002426;0.002183;0.000973;0.001578;0.0013517;0.004202;0.0036914;0.002711;0.002698;0.001348;0.00688;0.01457;0.00490706;0.004778292;0.004671405;0.004557605;0.003406;0.01003;0.001124;0.001508;0.009862;0.006734;0.007681;0.002556;0.00418;0.00341;0.001046;0.001697;0.00476;0.00506;0.0516;0.076115221;0.087;0.0646;0.053;0.045;0.00745;0.022571;0.027;0.00005;0.0177;0.053;0.053;0.001174;0.00094;0.00578;0.0519;0.00245;0.0103;0.00712;0.00417;0.00221;0.004;0.00366;0.00297;0.00198;0.00111;0.00259;0.00463;8.162;6.952;7.6;7.88;1.3;1
1.3;0.01156;0.001035;0.001974;0.001148;0.002198;0.002196;0.004116;0.004116;0.003244;0.00332;0.001362;0.001231;0.002988;0.002693;0.0014;0.00295;0.00104;0.00215;0.0015758;0.0023466;0.0009663;0.0017246;0.001605664;0.002514886;0.001066998;0.001801814;0.0067;0.00923;0.00583;0.0047245;0.00453;0.0060941;0.00583;0.00328;0.00446;0.00492;0.005881;0.001519;0.003318;0.001117;0.001241;0.002745;0.002471;0.001033;0.001722;0.0014197;0.004631;0.0040889;0.002955;0.002941;0.001416;0.00735;0.0152;0.005263753;0.005127498;0.005016435;0.004894408;0.003871;0.01048;0.001223;0.001616;0.010653;0.007443;0.008355;0.002818;0.004635;0.003769;0.001111;0.001852;0.00521;0.00551;0.0507;0.074565748;0.088;0.0639;0.0525;0.044;0.008184;0.023847;0.027;0.00005;0.01845;0.0525;0.0525;0.001271;0.001;0.00607;0.0523;0.00259;0.0115;0.00772;0.00457;0.00236;0.0045;0.00405;0.00332;0.00221;0.00119;0.00287;0.00574;8.414;7.028;7.75;8.16;1.3;1
1.3;0.012;0.001141;0.002211;0.001267;0.002463;0.002391;0.004657;0.004657;0.003535;0.00375;0.0015;0.001356;0.003343;0.003009;0.00152;0.00317;0.00112;0.00231;0.0017322;0.0025429;0.0010661;0.0018463;0.001753657;0.0027404;0.001167496;0.001968329;0.00731;0.00991;0.00636;0.0051345;0.00492;0.0066541;0.00636;0.00364;0.00494;0.00532;0.006459;0.001654;0.003754;0.001237;0.001374;0.0031;0.00279;0.001112;0.001899;0.001502;0.005103;0.0045245;0.003233;0.003219;0.001492;0.00786;0.0159;0.005628876;0.005485819;0.005371215;0.005242141;0.004387;0.01097;0.001326;0.001734;0.011525;0.008146;0.009098;0.003095;0.005103;0.00418;0.001196;0.002042;0.00573;0.006;0.0495;0.073132269;0.088;0.0633;0.052;0.043;0.008959;0.025124;0.028;0.00006;0.01924;0.052;0.052;0.001383;0.00107;0.0064;0.0543;0.00275;0.0126;0.00838;0.00501;0.00256;0.005;0.00447;0.00374;0.00249;0.00129;0.00322;0.00656;8.708;7.041;7.95;8.45;1.3;1
1.3;0.01251;0.001261;0.00246;0.0014;0.00274;0.002606;0.005246;0.005246;0.003849;0.00423;0.001658;0.001499;0.003718;0.003343;0.00164;0.00341;0.00121;0.00249;0.0019093;0.0027966;0.001167;0.0020009;0.001916323;0.002989147;0.00127859;0.002152522;0.00798;0.01064;0.00695;0.0055894;0.00535;0.0072739;0.00695;0.00403;0.00547;0.00574;0.007123;0.001802;0.004228;0.001366;0.001518;0.003487;0.003138;0.001206;0.002102;0.0016022;0.00562;0.0049996;0.003548;0.003534;0.00157;0.00841;0.01667;0.005996997;0.005848093;0.005730775;0.005596564;0.004952;0.01151;0.001434;0.00186;0.012488;0.008951;0.009916;0.00341;0.005616;0.004635;0.001297;0.00226;0.00633;0.00655;0.0493;0.071816686;0.089;0.0628;0.0516;0.042;0.009775;0.026404;0.029;0.00006;0.02009;0.0516;0.0516;0.001511;0.00116;0.00676;0.0578;0.00295;0.0139;0.00904;0.00548;0.00279;0.0057;0.00491;0.00421;0.00281;0.0014;0.0036;0.00779;9.03;7.056;8.22;8.76;1.3;1
1.3;0.01311;0.001393;0.002721;0.001548;0.003028;0.002845;0.00588;0.00588;0.004187;0.00474;0.001837;0.001657;0.00411;0.003694;0.00178;0.00367;0.00131;0.00268;0.0021023;0.0030327;0.0012926;0.0021789;0.002094838;0.003263239;0.001401006;0.002356289;0.00872;0.01145;0.0076;0.0060941;0.00583;0.0079586;0.0076;0.00446;0.00606;0.00621;0.007835;0.001967;0.00474;0.001505;0.001672;0.003903;0.003513;0.00131;0.002326;0.0017249;0.006185;0.0055157;0.003906;0.003871;0.001653;0.00902;0.01752;0.006378335;0.006241304;0.006104726;0.005966703;0.005563;0.0121;0.00155;0.001995;0.01355;0.009811;0.010817;0.003769;0.006196;0.005103;0.001408;0.002501;0.007;0.00716;0.0492;0.070621161;0.09;0.0624;0.0512;0.041;0.010634;0.027687;0.03;0.00007;0.02097;0.0512;0.0512;0.001657;0.00125;0.00715;0.0618;0.00311;0.0153;0.0098;0.00601;0.00309;0.0064;0.00541;0.00473;0.00315;0.00153;0.00401;0.0087;9.38;7.074;8.47;9.09;1.3;1
1.3;0.01378;0.001538;0.002994;0.00171;0.00333;0.003109;0.006557;0.006557;0.00455;0.00529;0.002033;0.00183;0.004518;0.004057;0.00193;0.00396;0.00142;0.0029;0.0022899;0.0033904;0.0014107;0.0023873;0.002290759;0.003564649;0.001536285;0.002580319;0.00952;0.01232;0.00832;0.0066541;0.00636;0.0087133;0.00832;0.00494;0.00671;0.00671;0.008625;0.002151;0.005285;0.001647;0.00183;0.004343;0.003909;0.001428;0.002579;0.0018738;0.006802;0.0060938;0.004309;0.004218;0.001742;0.00969;0.01845;0.006781438;0.006633212;0.006501052;0.00635948;0.006219;0.01275;0.001676;0.002138;0.014722;0.010763;0.011809;0.00418;0.006853;0.005616;0.001536;0.002773;0.00774;0.00784;0.049;0.069548121;0.091;0.0619;0.051;0.04;0.011535;0.028975;0.031;0.00008;0.02191;0.051;0.051;0.001823;0.00136;0.0076;0.0668;0.00344;0.017;0.0105;0.00655;0.00347;0.0073;0.00597;0.00535;0.00357;0.00168;0.00448;0.01012;9.765;7.095;8.7;9.43;1.3;1
1.3;0.01454;0.001695;0.003279;0.001888;0.003647;0.003361;0.007277;0.007277;0.004943;0.00588;0.002246;0.002016;0.004938;0.004431;0.00209;0.00427;0.00155;0.00313;0.002486;0.0037727;0.0015282;0.0026229;0.00250585;0.003895881;0.001685426;0.00282753;0.0104;0.01327;0.00911;0.0072739;0.00695;0.009533;0.00911;0.00547;0.00742;0.0073;0.009483;0.002324;0.005867;0.001793;0.001992;0.004804;0.004324;0.001568;0.002872;0.0020531;0.007472;0.0067056;0.004761;0.004578;0.001839;0.01043;0.01947;0.007228015;0.007064255;0.006940098;0.006794182;0.006917;0.01347;0.001852;0.002449;0.016014;0.011803;0.012901;0.004635;0.007543;0.006196;0.001686;0.003088;0.00852;0.0086;0.0484;0.068600274;0.092;0.0616;0.0503;0.039;0.012477;0.030268;0.033;0.00009;0.0229;0.0503;0.0503;0.002014;0.00148;0.00809;0.071;0.00384;0.0188;0.01131;0.00716;0.00395;0.0083;0.00659;0.00608;0.00405;0.00184;0.00502;0.01101;10.113;7.12;9.15;9.79;1.3;1
1.3;0.01539;0.001864;0.003576;0.002079;0.00398;0.003642;0.008038;0.008038;0.005378;0.00646;0.002474;0.002215;0.00537;0.004812;0.00228;0.00462;0.00169;0.00339;0.0026688;0.0042051;0.0016306;0.0029034;0.002741731;0.004259815;0.001849498;0.003099654;0.01137;0.0143;0.00996;0.0079586;0.0076;0.0104227;0.00996;0.00606;0.00819;0.00796;0.010428;0.00252;0.00648;0.001949;0.002165;0.005283;0.004755;0.001734;0.003213;0.0022649;0.00821;0.0073822;0.005266;0.004958;0.001945;0.01125;0.02061;0.007737965;0.007570363;0.007440585;0.007289314;0.007658;0.01427;0.002018;0.002667;0.017439;0.012948;0.014201;0.005103;0.008278;0.006853;0.001864;0.003455;0.00929;0.00944;0.0483;0.067780628;0.094;0.0613;0.0496;0.038;0.013456;0.031563;0.035;0.00009;0.02395;0.0496;0.0496;0.002231;0.00161;0.00862;0.0754;0.0043;0.0208;0.01218;0.00784;0.00454;0.0094;0.00725;0.00694;0.00463;0.00203;0.00568;0.01213;10.549;7.147;9.6;10.16;1.3;1
1.3;0.01633;0.002047;0.003884;0.002286;0.004331;0.003957;0.00884;0.00884;0.005868;0.00709;0.002716;0.002426;0.005811;0.005198;0.00248;0.00499;0.00185;0.00367;0.0028667;0.0046575;0.0017601;0.0032172;0.003000705;0.004659222;0.002030535;0.003399582;0.01244;0.01543;0.01089;0.0087133;0.00832;0.0113922;0.01089;0.00671;0.00903;0.00871;0.01146;0.002738;0.007127;0.00212;0.002355;0.005778;0.0052;0.001907;0.003584;0.0025056;0.009022;0.0081304;0.005827;0.005363;0.002063;0.01216;0.02186;0.00832616;0.008156081;0.008016462;0.007858327;0.008439;0.01512;0.002207;0.002916;0.01901;0.014195;0.015425;0.005616;0.009033;0.007543;0.002051;0.003854;0.01005;0.01037;0.0474;0.0670925;0.096;0.0611;0.0464;0.037;0.014465;0.032859;0.039;0.00011;0.02506;0.0486;0.0486;0.002479;0.00175;0.00921;0.0781;0.00484;0.0231;0.01307;0.00858;0.00525;0.0108;0.00797;0.00784;0.00523;0.00225;0.00648;0.01331;10.976;7.178;10.1;10.55;1.3;1
1.3;0.0174;0.002244;0.004203;0.002507;0.004698;0.00431;0.009682;0.009682;0.006428;0.00774;0.002971;0.00265;0.00626;0.005591;0.0027;0.00541;0.00203;0.00398;0.0030948;0.0050194;0.0019246;0.0035536;0.003284994;0.005097523;0.00223004;0.003729461;0.01361;0.01665;0.0119;0.009533;0.00911;0.0124467;0.0119;0.00742;0.00994;0.00956;0.01259;0.002982;0.007806;0.002315;0.002572;0.006289;0.00566;0.002084;0.003979;0.0027701;0.009915;0.0089576;0.006447;0.005798;0.002194;0.01319;0.02325;0.008985138;0.008813383;0.008660783;0.008494517;0.009261;0.01607;0.002424;0.003196;0.020743;0.015557;0.016881;0.006196;0.009875;0.008278;0.002241;0.004278;0.01082;0.01141;0.0471;0.066539536;0.099;0.0609;0.0455;0.036;0.015497;0.034152;0.044;0.00013;0.02624;0.0485;0.0485;0.002762;0.00191;0.00986;0.0807;0.00549;0.0257;0.014;0.00937;0.00611;0.0124;0.00878;0.00889;0.00593;0.0025;0.00744;0.01454;11.473;7.212;10.77;10.95;1.3;1
1.3;0.01857;0.002457;0.004534;0.002746;0.005077;0.004705;0.010565;0.010565;0.007073;0.00842;0.003242;0.002891;0.006718;0.005994;0.00294;0.00586;0.00223;0.00431;0.0033761;0.0055152;0.0021113;0.003907;0.003596848;0.005578296;0.002449387;0.004092334;0.01488;0.01798;0.013;0.0104227;0.00996;0.013601;0.013;0.00819;0.01093;0.01047;0.013808;0.003256;0.008519;0.002541;0.002823;0.006812;0.006131;0.002294;0.004425;0.0030534;0.010896;0.0098719;0.007129;0.006271;0.00234;0.01438;0.02477;0.009700665;0.009528434;0.009360935;0.009185922;0.010124;0.01712;0.002717;0.003624;0.022652;0.017024;0.018483;0.006853;0.010814;0.009033;0.002466;0.004758;0.01161;0.01255;0.047;0.066125726;0.101;0.0608;0.0485;0.035;0.016544;0.035442;0.049;0.00014;0.02749;0.0485;0.0485;0.003089;0.00208;0.01057;0.0825;0.00622;0.0286;0.0149;0.01021;0.00712;0.014;0.0097;0.01022;0.00681;0.00276;0.00845;0.01544;12.012;7.596;11.45;11.37;1.3;1
1.3;0.01989;0.002689;0.004876;0.003003;0.005465;0.005146;0.011491;0.011491;0.007818;0.00912;0.003528;0.003151;0.007184;0.006409;0.00321;0.00635;0.00245;0.00468;0.0036901;0.0059796;0.0023298;0.0042981;0.003938818;0.006105637;0.002691045;0.004491537;0.01624;0.01943;0.01421;0.0113922;0.01089;0.0148703;0.01421;0.00903;0.01202;0.01146;0.015105;0.003574;0.009262;0.002803;0.003114;0.007353;0.006618;0.002563;0.004949;0.0033504;0.011976;0.0108822;0.007876;0.006785;0.002501;0.01576;0.02643;0.010456737;0.010283434;0.01010156;0.009917604;0.011028;0.01826;0.00309;0.0042;0.024756;0.018633;0.020246;0.007543;0.011863;0.009875;0.002755;0.005322;0.01249;0.01381;0.047;0.065855421;0.103;0.0607;0.0487;0.034;0.017598;0.036732;0.053;0.00016;0.02881;0.0487;0.0487;0.003452;0.00226;0.01134;0.0836;0.00709;0.0318;0.01596;0.01119;0.00838;0.0158;0.01079;0.01187;0.00791;0.00306;0.00941;0.01678;12.586;8.121;12.2;11.8;1.3;1
1.3;0.02134;0.002942;0.005228;0.00328;0.005861;0.00564;0.01246;0.01246;0.008678;0.00985;0.003832;0.003432;0.007658;0.006839;0.00351;0.0069;0.00271;0.00509;0.0040317;0.0065447;0.002564;0.0047163;0.004314436;0.006684211;0.002956961;0.004930358;0.0177;0.021;0.01554;0.0124467;0.0119;0.0162642;0.01554;0.00994;0.01322;0.01249;0.016492;0.003948;0.010039;0.003103;0.003448;0.007932;0.007139;0.002919;0.005581;0.003656;0.013163;0.0119982;0.008688;0.007347;0.002681;0.01738;0.02829;0.011251094;0.011073471;0.010879486;0.010686177;0.011976;0.01953;0.003478;0.004693;0.027075;0.020358;0.022184;0.008278;0.012952;0.010814;0.003139;0.006001;0.01352;0.0152;0.0472;0.065733351;0.105;0.0607;0.0489;0.033;0.018654;0.038026;0.056;0.00018;0.0302;0.0489;0.0489;0.003872;0.00245;0.01219;0.0837;0.00824;0.0354;0.01696;0.01222;0.00933;0.0178;0.01205;0.01395;0.0093;0.00339;0.01026;0.01923;13.209;8.768;12.9;12.25;1.3;1
1.3;0.02294;0.003218;0.005593;0.003578;0.006265;0.006193;0.013476;0.013476;0.009666;0.01061;0.004155;0.003739;0.008146;0.00729;0.00384;0.00749;0.00299;0.00554;0.0044048;0.0070133;0.0028004;0.0051323;0.004726632;0.007318471;0.003249805;0.005413648;0.01924;0.02271;0.017;0.013601;0.013;0.0177882;0.017;0.01093;0.01454;0.01359;0.017948;0.004388;0.010889;0.003443;0.003825;0.008577;0.007719;0.003359;0.0063;0.0039654;0.014468;0.0132307;0.00957;0.007962;0.00288;0.01933;0.03032;0.012078496;0.011891881;0.011689497;0.011486514;0.012968;0.02091;0.003923;0.005273;0.029629;0.022173;0.024316;0.009033;0.014162;0.011863;0.003612;0.006774;0.01473;0.01673;0.0479;0.065764646;0.107;0.0608;0.0495;0.032;0.01971;0.039334;0.058;0.00021;0.03167;0.0495;0.0495;0.00435;0.00267;0.01312;0.08;0.00964;0.0394;0.01823;0.01346;0.01035;0.0199;0.01336;0.01665;0.0111;0.00377;0.01084;0.02198;13.853;9.5;13.67;12.72;1.3;1
1.3;0.02472;0.003523;0.005988;0.003907;0.006694;0.006812;0.014542;0.014542;0.010782;0.01141;0.004515;0.004081;0.008671;0.007782;0.0042;0.00814;0.0033;0.00603;0.004809;0.0077397;0.0030334;0.0055507;0.005178398;0.008013604;0.003572186;0.005945033;0.02087;0.02457;0.01859;0.0148703;0.01421;0.0194568;0.01859;0.01202;0.01598;0.01477;0.019485;0.004901;0.011924;0.003821;0.004246;0.009315;0.008384;0.003863;0.00709;0.0042734;0.015902;0.0145914;0.010524;0.008636;0.003101;0.02168;0.03255;0.012949394;0.012750495;0.012542259;0.012329171;0.014009;0.02244;0.004441;0.005945;0.032442;0.024089;0.026661;0.009875;0.015509;0.012952;0.004154;0.007623;0.01611;0.01839;0.0486;0.065954849;0.109;0.0609;0.0501;0.031;0.020768;0.040668;0.06;0.00023;0.03323;0.0501;0.0501;0.004895;0.00289;0.01413;0.0758;0.01056;0.0439;0.01937;0.01474;0.01144;0.0222;0.01463;0.0189;0.0126;0.00418;0.01143;0.02698;14.518;10.748;14.46;13.9;1.3;1
1.3;0.02669;0.003863;0.006428;0.004277;0.00717;0.007504;0.015662;0.015662;0.012027;0.01225;0.004927;0.004467;0.009266;0.008338;0.00459;0.00886;0.00365;0.00656;0.0052625;0.0084372;0.0033009;0.0060008;0.005674859;0.008775537;0.0039267;0.006529601;0.02262;0.02659;0.02034;0.0162642;0.01554;0.0212802;0.02034;0.01322;0.01756;0.01608;0.021122;0.005489;0.013119;0.004241;0.004712;0.010175;0.009158;0.004439;0.007976;0.0045752;0.017478;0.0160928;0.011552;0.009374;0.003345;0.02422;0.03501;0.013886696;0.013673887;0.013461246;0.013238164;0.015102;0.02411;0.005055;0.006747;0.035538;0.026128;0.029238;0.010814;0.01701;0.014162;0.004773;0.008576;0.01761;0.0202;0.0498;0.066309941;0.111;0.061;0.0512;0.03;0.021839;0.042042;0.062;0.00026;0.03488;0.0512;0.0512;0.005516;0.00315;0.01522;0.0707;0.01194;0.0489;0.02063;0.0162;0.01264;0.0248;0.01577;0.0207;0.0138;0.00468;0.01204;0.03353;15.253;11.724;15.31;13.69;1.3;1
1.3;0.02888;0.004242;0.006933;0.004699;0.007714;0.008278;0.016869;0.016919;0.013401;0.01313;0.005411;0.004908;0.009961;0.008983;0.00501;0.00964;0.00403;0.00715;0.0057335;0.009212;0.0035957;0.0065038;0.006219016;0.009610478;0.004316976;0.007172216;0.02451;0.02878;0.02224;0.0177882;0.017;0.0232634;0.02224;0.01454;0.01926;0.01754;0.022878;0.006156;0.01444;0.004703;0.005225;0.011182;0.010064;0.005093;0.008986;0.0048654;0.019209;0.017749;0.012657;0.010183;0.003591;0.0264;0.03772;0.014903576;0.014678257;0.01445964;0.014225895;0.016219;0.02594;0.005814;0.007676;0.038947;0.028402;0.032071;0.011863;0.018685;0.015509;0.005476;0.009663;0.01917;0.02217;0.0509;0.06683636;0.113;0.0613;0.0529;0.029;0.022936;0.043474;0.064;0.0003;0.03663;0.0529;0.0529;0.006223;0.00345;0.01639;0.066;0.01323;0.0544;0.0222;0.01794;0.01415;0.0292;0.01698;0.02206;0.01471;0.00528;0.01263;0.04217;16.044;12.476;16.2;14.2;1.3;1
1.3;0.03129;0.004668;0.00752;0.005181;0.008348;0.009144;0.018199;0.018348;0.014901;0.01407;0.005983;0.005413;0.010787;0.00974;0.00548;0.01049;0.00445;0.0078;0.0062466;0.0098629;0.0039135;0.0070974;0.00681665;0.010525689;0.004746872;0.007878885;0.0266;0.03118;0.02431;0.0194568;0.01859;0.025426;0.02431;0.01598;0.0211;0.01919;0.024811;0.006898;0.015863;0.00521;0.005789;0.01237;0.011133;0.005832;0.010147;0.0051379;0.021112;0.019575;0.013842;0.011067;0.003842;0.0283;0.04071;0.015997268;0.015762933;0.015534238;0.015287668;0.017634;0.02796;0.006657;0.008757;0.042697;0.030908;0.035183;0.012952;0.020517;0.01701;0.006271;0.010911;0.02082;0.02428;0.0531;0.067541018;0.114;0.0616;0.055;0.028;0.02408;0.044981;0.066;0.00034;0.03847;0.055;0.055;0.007029;0.0038;0.01764;0.0621;0.01471;0.0606;0.02326;0.01959;0.01621;0.0345;0.01834;0.02313;0.01542;0.006;0.0132;0.05434;16.863;13.052;17;11.72;1.3;1
1.3;0.03394;0.005144;0.008207;0.005732;0.009093;0.010112;0.019666;0.019986;0.016526;0.01508;0.006656;0.00599;0.011769;0.01063;0.00599;0.01143;0.00491;0.00851;0.0067445;0.01069;0.0042898;0.0078021;0.007471617;0.01152884;0.00522065;0.008656363;0.02886;0.03376;0.02657;0.0212802;0.02034;0.0277884;0.02657;0.01756;0.02309;0.02106;0.026912;0.007712;0.017413;0.005769;0.00641;0.013768;0.012391;0.006677;0.011471;0.0055084;0.023201;0.0215872;0.015108;0.011958;0.004126;0.02959;0.04339;0.017176012;0.016938044;0.016693209;0.016430913;0.191167;0.03017;0.007648;0.010012;0.046822;0.03364;0.038601;0.014162;0.022562;0.018685;0.007179;0.012335;0.02252;0.02656;0.055;0.068431323;0.114;0.0619;0.0573;0.027;0.025293;0.046584;0.068;0.00039;0.04042;0.0573;0.0573;0.007947;0.00421;0.01897;0.06;0.01629;0.0675;0.02462;0.02157;0.01907;0.034;0.01951;0.02397;0.01598;0.00689;0.0139;0.05932;17.703;13.5;17.7;15.26;1.3;1
1.3;0.03687;0.005671;0.009008;0.006347;0.009968;0.011195;0.021283;0.021868;0.018286;0.01619;0.007416;0.006633;0.01292;0.011664;0.00654;0.01246;0.00541;0.00929;0.0072829;0.0116459;0.0047135;0.0086713;0.008190667;0.012627136;0.005741307;0.009511558;0.03131;0.03658;0.02904;0.0232634;0.02224;0.0303751;0.02904;0.01926;0.02525;0.02314;0.029162;0.008608;0.019185;0.006386;0.007095;0.015409;0.013868;0.007621;0.01294;0.00609;0.025495;0.0238032;0.01646;0.012818;0.004474;0.03113;0.04759;0.018451899;0.018214528;0.017949031;0.017668869;0.020927;0.0326;0.008619;0.01128;0.051357;0.036577;0.042355;0.015509;0.024847;0.020517;0.008194;0.013914;0.02431;0.02904;0.0574;0.069515204;0.115;0.0623;0.0602;0.026;0.0266;0.048307;0.07;0.00047;0.04248;0.0602;0.0602;0.008993;0.00474;0.02038;0.0594;0.01807;0.0751;0.02604;0.02379;0.02295;0.03;0.02018;0.0246;0.0164;0.00806;0.01463;0.06834;18.55;14.172;18.18;15.81;1.3;1
1.3;0.04013;0.00625;0.00994;0.007017;0.010993;0.012406;0.023066;0.024012;0.020192;0.01741;0.008241;0.007336;0.014248;0.012851;0.00714;0.01358;0.00593;0.01014;0.0078072;0.012549;0.0052346;0.0095833;0.008979716;0.013831633;0.006314938;0.01045195;0.034;0.03964;0.03175;0.025426;0.02431;0.0332207;0.03175;0.0211;0.02761;0.02542;0.03162;0.009563;0.02126;0.007064;0.007849;0.017324;0.015592;0.008636;0.014535;0.0068875;0.028013;0.0262423;0.018071;0.013697;0.004909;0.0329;0.05156;0.019804782;0.019569493;0.019280697;0.018981158;0.02294;0.03527;0.009706;0.012737;0.05634;0.039799;0.046475;0.01701;0.027232;0.022562;0.009286;0.015629;0.02622;0.03175;0.0594;0.070801123;0.115;0.0628;0.0629;1;0.028026;0.050174;0.073;0.00056;0.04465;0.0629;0.0629;0.010183;0.00542;0.02187;0.0591;0.0199;0.0836;0.02756;0.0263;1;0.03;0.02001;0.0246;0.0164;0.00958;0.0154;0.0763;19.383;11.736;19.26;16.38;1.3;1
