ALLG-72;AMERICAN EXPERIENCE;AT2000 (Suavizada 10%)_FEM;AT2000 (Suavizada 10%)_MAS;AT-2000 FEMALE;AT-2000 MALE;AT-49 FEMALE;AT-49 MALE;AT-50;AT-55;AT-71;AT-83 FEMALE (Basic);AT-83 FEMALE (IAM);AT-83 MALE (Basic);AT-83 MALE (IAM);BR-EMSmt-v.2010-f;BR-EMSmt-v.2010-m;BR-EMSsb-v.2010-f;BR-EMSsb-v.2010-m;BR-EMSmt-v.2015-f;BR-EMSmt-v.2015-m;BR-EMSsb-v.2015-f;BR-EMSsb-v.2015-m;BR-EMSmt-v.2021-f;BR-EMSmt-v.2021-m;BR-EMSsb-v.2021-f;BR-EMSsb-v.2021-m;CSG-60;CSO-41;CSO-58;CSO58 - FEM - AGE LAST;CSO58 - FEM - AGE NEAREST;CSO58 - MAS - AGE LAST;CSO58 - MAS - AGE NEAREST;CSO58 FEMALE;CSO58 MALE;CSO80;EB7-75;GAM-71 FEMALE;GAM-71 MALE;GAM-83 - FEMALE (suav 10%);GAM83_BÁSICA - FEMALE;GAM83_BÁSICA - MASC;GAM-83 - MASC (suav 10%);GAM-94 FEMALE;GAM-94MALE;GKF-95;GKM-70;GKM-80;GKM-95;GR-95 MALE;GR-95FEMALE;GRUPAL AMERICANA;HUNTER SEMITROPICAL;IBGE 2006              Ambos os Sexos;IBGE 2007                 Ambos os Sexos;IBGE 2008                 Ambos os Sexos;IBGE 2009                 Ambos os Sexos;Prudential-50;Rentiers Français;RP-2000 FEMALE;RP-2000MALE;SGB-51;SGB-71;SGB-75;UP-84 F;UP-84 M;UP84_MAS_&_FEM;UP-94 FEMALE;UP-94 MALE;USTP-61;X-17;BENTZIEN;Experiência CAP;GRUPAL AMERICANA;IAPC;IBA (FERROVIARIOS);MULLER;RP-2000 DISABLED FEMALE;RP-2000 DISABLED MALE;RRB-44;TASA/1927;WINKLEVOSS;ZIMMERMANN;ZIMMERMANN (FERR. ALEMAES);ALVARO VINDAS;GRUPO AMERICANA;HUNTER'S;IAPB-57 Forte;IAPB-57 FRACA;IBA (FERROVIARIOS);LIGHT FORTE;LIGHT MEDIA;MULLER;PRUDENTIAL (FERR. APOSENT.);RGPS-99/02 M.M;RRB-1944 Mod - Fem;RRB-1944 Mod - Masc;TASA-1927;WYATT 1985 ;ZIMMERMANN EMPR. ESCRIT;Atuários Ingleses;Hubbard Laffitte;J.P. Jansen;Kinkelin;Moser;Samuel Dumas
1.3;0.0078;0.00025;0.000499;0.000277;0.000549;0.000376;0.000624;0.000624;0.000553;0.0005;0.000288;0.00026;0.000559;0.000505;0.00037;0.0011;0.0003;0.0008;0.0003307;0.0011606;0.0002313;0.0006045;0.000422902;0.000902071;0.000328338;0.000793179;0.00209;0.00243;0.00179;0.0016549;0.00162;0.00181;0.00179;0.0007;0.00084;0.0019;0.001336;0.00026;0.000503;0.000189;0.00021;0.000419;0.000377;0.000284;0.000507;0.0003262;0.00127;0.00114;0.00155;0.001294;0.000329;0.00233;0.00896;0.001530289;0.001489348;0.001465321;0.001422945;0.000614;0.0069;0.000191;0.000345;0.002886;0.001932;0.001633;0.001414;0.001219;0.001311;0.000305;0.000545;0.00115;0.00146;0.1044;0.150897623;0.205;0.0994;0.102;0.1;0;0;0.026;0.00005;0.0084;0.102;0.102;0.000569;0.0004;0.00435;0.0967;0.00123;0.0062;0.00036;0.00019;0.00076;0;0.00004;0.0018;0.0012;0.00046;0.0003;0.0002;5.698;4.365;4.5;5.78;1.3;1
1.3;0.00786;0.000265;0.000519;0.000294;0.000573;0.000398;0.000648;0.000648;0.000574;0.00052;0.000306;0.000276;0.000581;0.000525;0.00036;0.00117;0.0003;0.00085;0.0003653;0.0011614;0.000252;0.0007069;0.000427545;0.000956995;0.000330899;0.000843712;0.00214;0.00251;0.00183;0.001715;0.00169;0.0018449;0.00183;0.00076;0.00087;0.00191;0.001347;0.000275;0.000522;0.000201;0.000223;0.000435;0.000392;0.000286;0.00053;0.0003364;0.001285;0.0011522;0.001509;0.001295;0.000342;0.00234;0.00901;0.00165733;0.001630006;0.001588427;0.001541281;0.000636;0.00692;0.000192;0.000357;0.002953;0.001939;0.001693;0.001385;0.001167;0.001267;0.000308;0.00057;0.00122;0.00149;0.1005;0.146538894;0.193;0.0973;0.0981;0.1;0.00745;0.022571;0.026;0.00005;0.00853;0.0981;0.0981;0.000569;0.00043;0.0043;0.0824;0.00129;0.006;0.00043;0.00023;0.00082;0;0.00008;0.0018;0.0012;0.00049;0.00031;0.00023;5.516;4.495;4.55;5.68;1.3;1
1.3;0.00791;0.000281;0.000542;0.000312;0.000599;0.000421;0.000674;0.000674;0.000597;0.00054;0.000325;0.000293;0.000605;0.000546;0.00036;0.00122;0.00029;0.00089;0.0003893;0.0011614;0.0002726;0.0007623;0.000429504;0.000997622;0.000331911;0.000876502;0.00218;0.00259;0.00186;0.0017649;0.00174;0.0018749;0.00186;0.0008;0.00089;0.00189;0.001358;0.000292;0.000544;0.000212;0.000236;0.000453;0.000408;0.000289;0.000556;0.0003613;0.0013;0.0011644;0.001464;0.001296;0.000366;0.00236;0.00907;0.001755797;0.001726793;0.00168235;0.001631347;0.000661;0.00681;0.000194;0.000366;0.003027;0.001946;0.001758;0.001351;0.001149;0.001219;0.000311;0.000598;0.00127;0.00152;0.0966;0.142301737;0.182;0.0952;0.0943;0.1;0.00745;0.022571;0.026;0.00005;0.00872;0.0943;0.0943;0.000569;0.00046;0.00424;0.0728;0.00132;0.0059;0.00051;0.00027;0.00088;0;0.00011;0.0018;0.0012;0.00052;0.00034;0.00026;5.411;4.604;4.6;5.6;1.3;1
1.3;0.00796;0.000298;0.000566;0.00033;0.000627;0.000446;0.000702;0.000702;0.000622;0.00057;0.000345;0.000311;0.000632;0.00057;0.00035;0.00125;0.00029;0.00092;0.0004;0.0011071;0.000287;0.0007817;0.000430301;0.001024877;0.00033198;0.000892245;0.00221;0.00268;0.00189;0.00181;0.00179;0.0019;0.00189;0.00084;0.00091;0.00186;0.00136;0.000309;0.000566;0.000225;0.00025;0.000471;0.000424;0.000292;0.000589;0.000391;0.001315;0.0011766;0.001424;0.001297;0.000395;0.00238;0.00915;0.00181741;0.001786198;0.001738488;0.001684985;0.000688;0.00662;0.000197;0.000373;0.003108;0.001946;0.001831;0.001311;0.001129;0.001167;0.000313;0.000633;0.00128;0.00154;0.0927;0.138184755;0.171;0.0933;0.0905;0.1;0.00745;0.022571;0.026;0.00005;0.00891;0.0905;0.0905;0.00057;0.00049;0.0042;0.0665;0.00136;0.0057;0.0006;0.00032;0.00092;0;0.00014;0.0018;0.0012;0.00055;0.00036;0.0003;5.383;5;4.64;5.53;1.3;1
1.3;0.00801;0.000314;0.000592;0.000349;0.000657;0.000473;0.000733;0.000733;0.000649;0.00059;0.000366;0.00033;0.000661;0.000596;0.00035;0.00127;0.00029;0.00093;0.000398;0.001076;0.0002872;0.0007731;0.000431144;0.001040384;0.000331858;0.000895003;0.00224;0.00277;0.00191;0.0018449;0.00183;0.0019199;0.00191;0.00087;0.00092;0.00182;0.001371;0.000327;0.000591;0.000239;0.000265;0.000493;0.000444;0.000291;0.000624;0.0004213;0.00133;0.0011888;0.001388;0.001298;0.000425;0.00241;0.00921;0.001852096;0.001818249;0.001767061;0.001712068;0.000718;0.00641;0.000201;0.000376;0.003198;0.001949;0.001911;0.001267;0.001107;0.001149;0.000313;0.000671;0.00127;0.00157;0.0888;0.134186596;0.161;0.0914;0.0868;0.1;0.00745;0.022571;0.026;0.00005;0.0091;0.0868;0.0868;0.000572;0.00052;0.00415;0.062;0.00138;0.0056;0.0007;0.00037;0.00096;0;0.00018;0.0018;0.0012;0.00058;0.0004;0.00034;5.383;5.276;4.69;5.47;1.3;1
1.3;0.00806;0.000331;0.000616;0.000367;0.000686;0.000501;0.000768;0.000768;0.000679;0.00062;0.000388;0.000349;0.000692;0.000622;0.00035;0.00127;0.00029;0.00093;0.0003921;0.0010557;0.0002883;0.0007544;0.000433212;0.001047205;0.000332095;0.000886463;0.00226;0.00288;0.00193;0.0018749;0.00186;0.001945;0.00193;0.00089;0.00093;0.00177;0.001382;0.000347;0.000619;0.000253;0.000281;0.000515;0.000464;0.000291;0.000661;0.0004514;0.001345;0.001201;0.001357;0.001299;0.000454;0.00244;0.00929;0.001876784;0.001840254;0.001785577;0.001729385;0.000751;0.00624;0.000207;0.000376;0.003297;0.001953;0.001999;0.001219;0.001083;0.001129;0.000313;0.000711;0.00126;0.00159;0.0849;0.130305962;0.151;0.0895;0.0831;0.1;0.00745;0.022571;0.026;0.00005;0.0093;0.0831;0.0831;0.000575;0.00054;0.00412;0.0606;0.00139;0.0055;0.00082;0.00044;0.001;0;0.00022;0.0018;0.0012;0.00061;0.00043;0.00038;5.411;5.448;4.74;5.44;1.3;1
1.3;0.00813;0.000347;0.000639;0.000385;0.000714;0.000531;0.000806;0.000806;0.000712;0.00065;0.00041;0.000368;0.000724;0.00065;0.00036;0.00127;0.00029;0.00093;0.0003997;0.0010491;0.0002895;0.0007373;0.000437419;0.001048131;0.000333313;0.000869784;0.00228;0.00299;0.00196;0.0019;0.00189;0.001975;0.00196;0.00091;0.00095;0.00173;0.001402;0.000368;0.00065;0.000268;0.000298;0.000542;0.000488;0.000294;0.000696;0.0004819;0.00136;0.0012132;0.001333;0.0013;0.000484;0.00249;0.00939;0.001906823;0.001867607;0.00180981;0.001752178;0.000787;0.0063;0.000214;0.000378;0.003407;0.001972;0.002096;0.001167;0.001058;0.001107;0.000316;0.000749;0.00125;0.00162;0.081;0.126541616;0.141;0.0877;0.0795;0.1;0.00745;0.022571;0.026;0.00005;0.00951;0.0795;0.0795;0.000579;0.00056;0.00409;0.0597;0.0014;0.0054;0.00095;0.00051;0.00102;0;0.00027;0.0018;0.0012;0.00063;0.00047;0.00043;5.432;5.532;4.81;5.42;1.3;1
1.3;0.0082;0.000362;0.000659;0.000403;0.000738;0.000563;0.000849;0.000849;0.000749;0.00068;0.000431;0.000387;0.000756;0.000677;0.00037;0.00126;0.0003;0.00092;0.0004128;0.0010373;0.0002978;0.0007298;0.000444526;0.001045751;0.00033591;0.000849827;0.0023;0.00311;0.00199;0.0019199;0.00191;0.0020099;0.00199;0.00092;0.00097;0.00171;0.001413;0.00039;0.000684;0.000284;0.000315;0.00057;0.000513;0.000302;0.000727;0.0005129;0.001375;0.0012254;0.001314;0.001301;0.000514;0.00254;0.00948;0.001945033;0.001914055;0.001842528;0.0017833;0.000828;0.00638;0.000223;0.000382;0.003527;0.001978;0.002204;0.001149;0.001083;0.001083;0.000324;0.000782;0.00126;0.00166;0.0769;0.122892382;0.132;0.086;0.0757;0.1;0.00745;0.022571;0.026;0.00005;0.00973;0.0757;0.0757;0.000583;0.00058;0.00407;0.0588;0.00141;0.0053;0.00109;0.00058;0.00105;0;0.00033;0.0018;0.0012;0.00065;0.00051;0.00049;5.453;5.544;4.93;5.41;1.3;1
1.3;0.00826;0.000376;0.000675;0.000419;0.000758;0.000598;0.000896;0.000896;0.000791;0.00072;0.000452;0.000405;0.000788;0.000704;0.00039;0.00126;0.00032;0.00092;0.0004337;0.0010233;0.0003144;0.0007258;0.000455108;0.001042825;0.000340326;0.000828435;0.00233;0.00325;0.00203;0.001945;0.00193;0.0020549;0.00203;0.00093;0.001;0.0017;0.001452;0.000414;0.000722;0.000302;0.000335;0.000602;0.000542;0.000314;0.000754;0.0005448;0.00139;0.0012376;0.001302;0.001303;0.000546;0.0026;0.00958;0.001998498;0.001959874;0.001890963;0.0018298;0.000873;0.00646;0.000235;0.000393;0.003661;0.002022;0.002322;0.001129;0.001111;0.001058;0.000338;0.000811;0.0013;0.0017;0.0729;0.119357159;0.123;0.0843;0.072;0.1;0.00745;0.022571;0.026;0.00004;0.00996;0.072;0.072;0.000589;0.0006;0.00405;0.058;0.00144;0.0053;0.00124;0.00066;0.00107;0;0.00038;0.0018;0.0012;0.00066;0.00055;0.00054;5.509;5.551;5;5.42;1.3;1
1.3;0.00834;0.000389;0.000687;0.000435;0.000774;0.000636;0.000947;0.000947;0.000839;0.00076;0.000473;0.000423;0.000819;0.000731;0.00041;0.00125;0.00033;0.00091;0.0004563;0.0010371;0.0003336;0.0007177;0.000469574;0.001041784;0.000346845;0.000809195;0.00236;0.0034;0.00208;0.001975;0.00196;0.0021049;0.00208;0.00095;0.00104;0.00171;0.001472;0.00044;0.000763;0.00032;0.000356;0.000636;0.000572;0.000331;0.000779;0.000578;0.001405;0.0012498;0.001297;0.001304;0.000578;0.00269;0.00971;0.002065414;0.002027068;0.001953254;0.001889891;0.000922;0.00654;0.000248;0.000412;0.003808;0.002041;0.002452;0.001107;0.001141;0.001083;0.000356;0.000838;0.00136;0.00176;0.0691;0.115934923;0.114;0.0827;0.0685;0.1;0.00745;0.022571;0.026;0.00004;0.01021;0.0685;0.0685;0.000596;0.00061;0.00404;0.0573;0.00145;0.0052;0.00142;0.00076;0.0011;0;0.00045;0.0018;0.0012;0.00067;0.00059;0.00066;5.579;5.556;5.08;5.44;1.3;1
1.3;0.00843;0.000402;0.000694;0.00045;0.000784;0.000677;0.001004;0.001004;0.000893;0.00081;0.000493;0.000441;0.00085;0.000759;0.00044;0.00126;0.00035;0.00092;0.0004818;0.0010541;0.000348;0.0007211;0.000488241;0.001044681;0.000355956;0.000794294;0.0024;0.00356;0.00213;0.0020099;0.00199;0.00216;0.00213;0.00097;0.00108;0.00173;0.00152;0.000469;0.000809;0.000342;0.00038;0.000674;0.000607;0.000351;0.000801;0.0006126;0.001424;0.001262;0.0013;0.001306;0.000612;0.0028;0.00984;0.00213866;0.002085316;0.002021404;0.001955894;0.000976;0.00664;0.000264;0.000444;0.003971;0.002099;0.002595;0.001083;0.001173;0.001111;0.000377;0.000862;0.00143;0.00182;0.0667;0.112624733;0.106;0.0811;0.0656;0.1;0.00745;0.022571;0.026;0.00004;0.01048;0.0656;0.0656;0.000605;0.00061;0.00405;0.0565;0.00148;0.0052;0.00164;0.00088;0.00112;0.0001;0.00053;0.0018;0.0012;0.00068;0.00064;0.00079;5.656;5.562;5.16;5.18;1.3;1
1.3;0.00851;0.000414;0.000699;0.000463;0.000789;0.000721;0.001067;0.001067;0.000953;0.00086;0.000513;0.00046;0.000881;0.000786;0.00047;0.00127;0.00037;0.00093;0.0005078;0.0010763;0.0003575;0.0007342;0.000511264;0.001053336;0.00036765;0.000785832;0.00245;0.00373;0.00219;0.0020549;0.00203;0.0022199;0.00219;0.001;0.00113;0.00178;0.001568;0.000499;0.00086;0.000364;0.000404;0.000717;0.000645;0.000373;0.000821;0.0006492;0.001473;0.0012759;0.00131;0.001315;0.000648;0.00293;0.00998;0.002219271;0.002173246;0.00209294;0.002025379;0.001036;0.00675;0.000307;0.000499;0.004151;0.002157;0.002753;0.001058;0.001208;0.001141;0.000401;0.000883;0.00151;0.00189;0.0652;0.109425739;0.1;0.0796;0.064;0.095;0.00745;0.022571;0.026;0.00004;0.01077;0.064;0.064;0.000615;0.00062;0.00406;0.0558;0.0015;0.0052;0.00181;0.00098;0.00115;0.0003;0.00062;0.00182;0.00121;0.00069;0.00068;0.00085;5.751;5.569;5.26;5.53;1.3;1
1.3;0.00861;0.000425;0.0007;0.000476;0.000789;0.00077;0.001136;0.001136;0.00102;0.00092;0.000534;0.000479;0.000913;0.000814;0.0005;0.00129;0.0004;0.00094;0.0005376;0.0011029;0.0003685;0.0007579;0.000539028;0.001069113;0.000382341;0.00078445;0.00251;0.00392;0.00225;0.0021049;0.00208;0.002285;0.00225;0.00104;0.00118;0.00183;0.001625;0.000533;0.000916;0.000388;0.000431;0.000763;0.000687;0.000397;0.000839;0.0006877;0.001532;0.0012993;0.00133;0.001332;0.000687;0.00307;0.01014;0.002304627;0.002239922;0.002174483;0.002104676;0.001102;0.00687;0.00035;0.000562;0.004349;0.002226;0.002927;0.001083;0.001297;0.001173;0.000427;0.000902;0.0016;0.00196;0.0642;0.106337188;0.095;0.0781;0.064;0.09;0.00745;0.022571;0.026;0.00004;0.01108;0.064;0.064;0.000628;0.00063;0.00408;0.055;0.00154;0.0053;0.00204;0.0011;0.00118;0.0004;0.00072;0.00183;0.00122;0.0007;0.00075;0.00107;5.859;5.576;5.3;5.6;1.3;1
1.3;0.00872;0.000436;0.000701;0.000488;0.00079;0.000822;0.001213;0.001213;0.001095;0.00098;0.000555;0.000499;0.000945;0.000843;0.00054;0.00135;0.00042;0.00099;0.0005755;0.0011428;0.0003831;0.0007941;0.000571651;0.001093142;0.000400349;0.000791074;0.0026;0.00412;0.00232;0.00216;0.00213;0.00236;0.00232;0.00108;0.00124;0.00191;0.00171;0.000569;0.000978;0.000414;0.00046;0.000815;0.000734;0.000422;0.000848;0.0007287;0.001603;0.0013396;0.001359;0.00136;0.000727;0.00324;0.01032;0.002400392;0.002342591;0.002267438;0.002195125;0.001175;0.00699;0.000394;0.000631;0.004568;0.002333;0.003118;0.001111;0.001398;0.001208;0.000454;0.000912;0.0017;0.00204;0.0633;0.103358433;0.092;0.0768;0.064;0.085;0.00745;0.022571;0.026;0.00004;0.01141;0.064;0.064;0.000643;0.00063;0.00411;0.0543;0.00158;0.0054;0.00228;0.00124;0.00121;0.0005;0.00083;0.00186;0.00124;0.0007;0.00081;0.00131;5.957;5.584;5.5;5.68;1.3;1
1.3;0.00883;0.000449;0.000702;0.0005;0.000791;0.000879;0.001297;0.001297;0.001179;0.00105;0.000578;0.000521;0.00098;0.000876;0.00057;0.00142;0.00045;0.00103;0.0006176;0.0011748;0.0004103;0.0008395;0.000609361;0.001126379;0.000421797;0.000806779;0.00271;0.00435;0.0024;0.0022199;0.00219;0.0024549;0.0024;0.00113;0.00131;0.002;0.001831;0.000608;0.001046;0.000443;0.000492;0.000872;0.000785;0.000449;0.000849;0.0007726;0.001689;0.0013983;0.001397;0.001396;0.000771;0.00342;0.01052;0.00249172;0.002437474;0.00237276;0.002297764;0.001255;0.00714;0.000435;0.000702;0.00481;0.002489;0.00333;0.001141;0.001513;0.001297;0.000482;0.000913;0.00181;0.00214;0.0624;0.100488934;0.09;0.0754;0.0639;0.08;0.00745;0.022571;0.026;0.00004;0.01177;0.0639;0.0639;0.00066;0.00063;0.00416;0.0536;0.00162;0.0055;0.00255;0.00139;0.00124;0.0006;0.00095;0.00189;0.00126;0.00071;0.0009;0.0015;6.069;5.593;5.7;5.78;1.3;1
1.3;0.00895;0.000463;0.000704;0.000515;0.000792;0.000942;0.001391;0.001391;0.001273;0.00112;0.000605;0.000545;0.001023;0.000917;0.00062;0.00149;0.00047;0.00109;0.0006637;0.0012103;0.0004548;0.0008802;0.00065248;0.001169865;0.000446906;0.000831258;0.00285;0.00459;0.00251;0.002285;0.00225;0.002575;0.00251;0.00118;0.00141;0.00211;0.001962;0.000651;0.001122;0.000476;0.000529;0.000955;0.00086;0.000478;0.000851;0.0008193;0.00179;0.0014769;0.001445;0.001444;0.000817;0.00363;0.01073;0.002615873;0.002567813;0.002490512;0.002412467;0.001344;0.00729;0.000475;0.000773;0.005077;0.002662;0.003562;0.001173;0.001643;0.001398;0.000514;0.000915;0.00194;0.00225;0.0616;0.097728272;0.089;0.0741;0.0639;0.075;0.00745;0.022571;0.026;0.00003;0.01216;0.0639;0.0639;0.000681;0.00064;0.00421;0.0532;0.00168;0.0056;0.00287;0.00157;0.00129;0.0008;0.00109;0.00192;0.00128;0.00071;0.00098;0.00181;6.195;5.607;5.91;5.9;1.3;1
1.3;0.00909;0.000481;0.000719;0.000534;0.000794;0.00101;0.001494;0.001494;0.001378;0.0012;0.000636;0.000574;0.001077;0.000968;0.00066;0.00157;0.00051;0.00115;0.0007043;0.0012596;0.0004992;0.0009202;0.000701221;0.001223966;0.000476017;0.000865077;0.00302;0.00486;0.00264;0.00236;0.00232;0.0027199;0.00264;0.00124;0.00153;0.00224;0.00214;0.000698;0.001204;0.000502;0.000558;0.001008;0.000907;0.000512;0.000862;0.0008693;0.001911;0.001577;0.001505;0.001501;0.000867;0.00386;0.01097;0.002751721;0.002685535;0.002622128;0.002541035;0.001443;0.00747;0.000514;0.000841;0.005372;0.002876;0.003819;0.001208;0.001792;0.001513;0.00055;0.000927;0.00209;0.00239;0.0605;0.095076153;0.088;0.0729;0.0639;0.07;0.00745;0.022571;0.026;0.00003;0.01258;0.0639;0.0639;0.000704;0.00065;0.00428;0.0529;0.00173;0.0058;0.00314;0.00172;0.00134;0.0008;0.00124;0.00195;0.0013;0.00072;0.00108;0.00218;6.335;5.623;6.11;6.03;1.3;1
1.3;0.00923;0.000504;0.000749;0.000558;0.000823;0.001085;0.001607;0.001607;0.001495;0.0013;0.000673;0.000607;0.001146;0.001032;0.00071;0.00166;0.00054;0.00121;0.0007494;0.0013443;0.0005337;0.0009512;0.000755949;0.001289608;0.000509428;0.000909082;0.00321;0.00515;0.0028;0.0024549;0.0024;0.0029049;0.0028;0.00131;0.00168;0.0024;0.002336;0.00075;0.001295;0.000536;0.000595;0.001073;0.000966;0.000551;0.000891;0.0009216;0.002052;0.0017;0.001575;0.001571;0.000919;0.00411;0.01124;0.002899435;0.002850247;0.002770172;0.002686628;0.001551;0.00766;0.000554;0.000904;0.005697;0.003118;0.004101;0.001297;0.001948;0.001643;0.000593;0.000958;0.00228;0.00256;0.0593;0.092532413;0.088;0.0718;0.0639;0.065;0.00745;0.022571;0.026;0.00003;0.01303;0.0639;0.0639;0.000732;0.00066;0.00437;0.0527;0.00178;0.006;0.00346;0.00191;0.0014;0.0009;0.00139;0.002;0.00133;0.00074;0.00119;0.00235;6.496;5.612;6.29;6.17;1.3;1
1.3;0.00941;0.000532;0.000796;0.00059;0.000872;0.001167;0.001733;0.001733;0.001624;0.0014;0.000717;0.000646;0.001232;0.001114;0.00076;0.00176;0.00058;0.00128;0.0007991;0.0014038;0.0005578;0.0009876;0.000817089;0.001367243;0.000547446;0.00096297;0.00345;0.00546;0.00301;0.002575;0.00251;0.0031297;0.00301;0.00141;0.00188;0.00258;0.002579;0.000807;0.001397;0.000573;0.000637;0.001154;0.001039;0.000598;0.000939;0.0009756;0.002217;0.0018474;0.001659;0.001654;0.000973;0.00438;0.01152;0.003080825;0.003005592;0.00293627;0.002851133;0.00167;0.00786;0.000598;0.000964;0.006056;0.003417;0.004412;0.001398;0.002125;0.001792;0.000643;0.00101;0.00249;0.00277;0.0578;0.090097033;0.087;0.0707;0.0639;0.06;0.00745;0.022571;0.026;0.00003;0.01351;0.0639;0.0639;0.000764;0.00068;0.00447;0.0526;0.00184;0.0064;0.00383;0.00212;0.00147;0.001;0.00157;0.00206;0.00137;0.00076;0.00131;0.00262;6.685;5.689;6.45;6.33;1.3;1
1.3;0.00959;0.000567;0.000864;0.00063;0.000945;0.001256;0.001872;0.001872;0.001767;0.00151;0.000769;0.000691;0.001341;0.001216;0.00082;0.00186;0.00062;0.00136;0.000863;0.001458;0.0005769;0.0010291;0.00088509;0.001457573;0.000590253;0.001026754;0.00372;0.00581;0.00325;0.0027199;0.00264;0.0033898;0.00325;0.00153;0.0021;0.00279;0.002859;0.000869;0.001509;0.000617;0.000686;0.001253;0.001128;0.000652;0.000999;0.0010304;0.002407;0.0020209;0.001757;0.00175;0.001028;0.00467;0.01184;0.003274682;0.003202398;0.003120946;0.003034676;0.001803;0.00809;0.000648;0.001021;0.006453;0.003761;0.004755;0.001513;0.002327;0.001948;0.000701;0.001075;0.00273;0.00302;0.0572;0.08777014;0.086;0.0696;0.0633;0.055;0.00745;0.022571;0.026;0.00003;0.01401;0.0633;0.0633;0.000801;0.0007;0.00459;0.0525;0.00191;0.0067;0.0042;0.00234;0.00155;0.0011;0.00177;0.00213;0.00142;0.00079;0.00143;0.00293;6.881;5.74;6.64;6.51;1.3;1
1.3;0.00979;0.000609;0.000953;0.000677;0.001043;0.001355;0.002025;0.002025;0.001925;0.00163;0.000827;0.000742;0.001476;0.001341;0.00088;0.00198;0.00066;0.00144;0.0009412;0.0015362;0.0005968;0.0010883;0.000960421;0.00156121;0.000638368;0.001101866;0.00402;0.00618;0.00353;0.0029049;0.0028;0.0036848;0.00353;0.00168;0.00236;0.00302;0.003168;0.000938;0.001633;0.000665;0.000739;0.001375;0.001238;0.000709;0.001072;0.001085;0.002624;0.0022218;0.001869;0.001862;0.001082;0.00498;0.01218;0.003481262;0.003418906;0.003322086;0.003235051;0.001949;0.00834;0.000706;0.001079;0.006891;0.004134;0.005133;0.001643;0.002556;0.002125;0.000763;0.001153;0.003;0.0033;0.0558;0.08555202;0.085;0.0686;0.0622;0.05;0.00745;0.022571;0.026;0.00004;0.01454;0.0622;0.0622;0.000844;0.00072;0.00473;0.0524;0.00197;0.0071;0.00461;0.00259;0.00164;0.0015;0.002;0.00221;0.00147;0.00083;0.00158;0.00314;7.084;5.96;6.81;6.7;1.3;1
1.3;0.01001;0.000658;0.001065;0.000732;0.001168;0.001464;0.00222;0.00222;0.002099;0.00179;0.000894;0.000801;0.001641;0.001492;0.00095;0.00211;0.00071;0.00153;0.001041;0.001643;0.0006254;0.0011563;0.001043738;0.001679002;0.000692398;0.001187404;0.00437;0.00659;0.00384;0.0031297;0.00301;0.0040048;0.00384;0.00188;0.00265;0.00329;0.003515;0.001013;0.001789;0.000716;0.000796;0.001522;0.00137;0.000768;0.001156;0.0011389;0.002871;0.0024517;0.001998;0.00199;0.001136;0.00531;0.01257;0.003729535;0.003631057;0.003541671;0.003453207;0.002123;0.00862;0.000774;0.001142;0.007374;0.004566;0.005549;0.001792;0.002818;0.002327;0.000826;0.001243;0.0033;0.0036;0.0551;0.083443126;0.085;0.0677;0.0599;0.049;0.00745;0.022571;0.026;0.00004;0.01511;0.0599;0.0599;0.000893;0.00076;0.00489;0.0523;0.00206;0.0076;0.00506;0.00286;0.00173;0.002;0.00228;0.0023;0.00153;0.00087;0.00174;0.0032;7.301;6.16;6.95;6.9;1.3;1
1.3;0.01025;0.000715;0.001201;0.000796;0.001322;0.001583;0.002481;0.002481;0.00229;0.002;0.000967;0.000867;0.001842;0.001673;0.00103;0.00225;0.00077;0.00164;0.0011431;0.0017815;0.0006793;0.0012443;0.001135621;0.001811727;0.000752534;0.001284769;0.00475;0.00703;0.00417;0.0033898;0.00325;0.0043496;0.00417;0.0021;0.00295;0.00356;0.00391;0.001094;0.002;0.000775;0.000861;0.001697;0.001527;0.000825;0.001252;0.0011911;0.00315;0.0027121;0.002145;0.002135;0.001188;0.00566;0.013;0.0039863;0.003891291;0.003784889;0.003693153;0.002351;0.00893;0.000852;0.001215;0.007907;0.00505;0.006007;0.001948;0.003095;0.002556;0.000888;0.001346;0.00362;0.00393;0.0554;0.081444086;0.085;0.0668;0.0583;0.048;0.00745;0.022571;0.026;0.00004;0.0157;0.0583;0.0583;0.000949;0.0008;0.00508;0.0522;0.00214;0.0082;0.00552;0.00315;0.00184;0.0025;0.00258;0.00239;0.00159;0.00092;0.00193;0.00352;7.511;6.31;7.1;7.12;1.3;1
